sample_id,name,shape,dtype,size,finite_count,nan_count,posinf_count,neginf_count,min,max,mean,std,negative_count,above_one_count,at_or_below_zero_count,at_or_above_one_count
IMG_4897,mlx_cmy_print,95x126x3,float32,35910,35910,0,0,0,0.04992843046784401,2.467024087905884,2.05092453956604,0.30286845564842224,0,35613,0,35613
IMG_4897,mlx_rgb_out,95x126x3,float32,35910,35910,0,0,0,0.038070499897003174,0.8428866267204285,0.07398901134729385,0.0620393268764019,0,0,0,0
IMG_4897,mlx_materialized_rgb_out,95x126x3,float32,35910,35910,0,0,0,0.038070499897003174,0.8428866267204285,0.07398901134729385,0.0620393268764019,0,0,0,0
IMG_4536,decoded_or_synthetic_source,96x128x3,float64,36864,36864,0,0,0,-0.00019437122588032295,0.9556089779348499,0.07174548996195056,0.1837019912537202,6,0,6,0
IMG_4536,cpu_gui_prepared_input,96x128x3,float64,36864,36864,0,0,0,-0.00019437122588032295,0.9556089779348499,0.07174548996195056,0.1837019912537202,6,0,6,0
IMG_4536,mlx_gui_prepared_input,96x128x3,float32,36864,36864,0,0,0,-0.00019437122682575136,0.9556089639663696,0.07174548506736755,0.1837019920349121,6,0,6,0
IMG_4536,cpu_rgb_in,96x128x3,float64,36864,36864,0,0,0,-0.00019437122588032295,0.9556089779348499,0.07174548996195056,0.1837019912537202,6,0,6,0
IMG_4536,cpu_rgb_pre,96x128x3,float64,36864,36864,0,0,0,-0.00019437122588032295,0.9556089779348499,0.07174548996195056,0.1837019912537202,6,0,6,0
IMG_4536,cpu_log_e_film,96x128x3,float64,36864,36864,0,0,0,-2.2157542028014823,0.7108282588733553,-0.9486150896349052,0.5569054352343605,34200,0,34200,0
IMG_4536,cpu_cmy_film,96x128x3,float64,36864,36864,0,0,0,0.000943565337806884,1.2270918007632095,0.270387388990122,0.27246286959460936,0,1689,0,1689
IMG_4536,cpu_log_e_print,96x128x3,float64,36864,36864,0,0,0,-0.44073330288464924,0.8565621153081855,0.5282398739471934,0.2982498756407338,2700,0,2700,0
IMG_4536,cpu_cmy_print,96x128x3,float64,36864,36864,0,0,0,0.05526969602827178,2.466805719509293,1.787572931191322,0.5912059952016341,0,32687,0,32687
IMG_4536,cpu_rgb_out,96x128x3,float64,36864,36864,0,0,0,0.017702833665582198,0.8341143973190257,0.14117549363836368,0.1793462833655171,0,0,0,0
IMG_4536,cpu_materialized_rgb_out,96x128x3,float64,36864,36864,0,0,0,0.017702833665582198,0.8341143973190257,0.14117549363836368,0.1793462833655171,0,0,0,0
IMG_4536,mlx_rgb_in,96x128x3,float32,36864,36864,0,0,0,-0.00019437122682575136,0.9556089639663696,0.07174548506736755,0.1837019920349121,6,0,6,0
IMG_4536,mlx_rgb_pre,96x128x3,float32,36864,36864,0,0,0,-0.00019437122682575136,0.9556089639663696,0.07174548506736755,0.1837019920349121,6,0,6,0
IMG_4536,mlx_log_e_film,96x128x3,float32,36864,36864,0,0,0,-2.215754270553589,0.710828423500061,-0.9486151933670044,0.5569054484367371,34200,0,34200,0
IMG_4536,mlx_cmy_film,96x128x3,float32,36864,36864,0,0,0,0.0009435649262741208,1.227091908454895,0.2703873813152313,0.2724628746509552,0,1689,0,1689
IMG_4536,mlx_log_e_print,96x128x3,float32,36864,36864,0,0,0,-0.4407328963279724,0.856576681137085,0.5282414555549622,0.2982509732246399,2700,0,2700,0
IMG_4536,mlx_cmy_print,96x128x3,float32,36864,36864,0,0,0,0.05527166649699211,2.466808319091797,1.7875734567642212,0.5912061333656311,0,32687,0,32687
IMG_4536,mlx_rgb_out,96x128x3,float32,36864,36864,0,0,0,0.01770702376961708,0.8341382741928101,0.1411762535572052,0.17934513092041016,0,0,0,0
IMG_4536,mlx_materialized_rgb_out,96x128x3,float32,36864,36864,0,0,0,0.01770702376961708,0.8341382741928101,0.1411762535572052,0.17934513092041016,0,0,0,0
