sample_id,stage,cpu_shape,candidate_shape,cpu_dtype,candidate_dtype,status,abs_p50,abs_p90,abs_p95,abs_p99,abs_p999,abs_max,rel_p50,rel_p90,rel_p95,rel_p99,rel_p999,rel_max,abs_ev_p50,abs_ev_p90,abs_ev_p95,abs_ev_p99,abs_ev_p999,abs_ev_max,mae,rmse,max_signed_error,min_signed_error,luma_abs_p50,luma_abs_p90,luma_abs_p95,luma_abs_p99,luma_abs_p999,luma_abs_max,psnr,ssim,deltaE2000_mean,deltaE2000_p95,deltaE2000_max
IMG_4897,rgb_pre,95x126x3,95x126x3,float64,float32,ok,2.388661907160028e-10,4.645283047111093e-10,7.594794440915467e-10,1.6208043804311026e-09,2.521955759837714e-08,2.979826962956622e-08,1.927780172399004e-08,3.648834350870038e-08,4.28905475515412e-08,5.379026346497448e-08,5.732487990185924e-08,5.889651675479828e-08,2.7811960276566235e-08,5.2641510832018764e-08,6.187791550813051e-08,7.760289541442482e-08,8.270227098467733e-08,8.496966136114815e-08,3.781828920780226e-10,1.5141201270309346e-09,2.923899389273288e-08,-2.979826962956622e-08,1.7781845787490091e-10,4.034649662976175e-10,5.933516138492686e-10,1.3556007891213296e-09,2.0761295904669907e-08,2.756366790368503e-08,176.3967933495979,1.0000000000000024,9.763789158398818e-08,1.6987677923722386e-07,8.24043170332486e-06
IMG_4897,log_e_film,95x126x3,95x126x3,float64,float32,ok,6.827791071417622e-08,1.7706507282611028e-07,2.0738210675386137e-07,3.019938514814413e-07,4.094550192235147e-07,4.78519139424094e-07,5.928931054385989e-08,1.5565452580112373e-07,1.8889242819425614e-07,2.926045568216206e-07,5.861868306065935e-07,8.789015730607073e-05,0.0,0.0,0.0,0.0,5.912592533351002e-07,0.0001267919278712595,8.344568936320106e-08,1.0733621196926091e-07,3.826864213296588e-07,-4.78519139424094e-07,3.922899760588905e-08,9.475975231154626e-08,1.2002641858188667e-07,1.7493286907921402e-07,2.2043324898746164e-07,2.370554322839169e-07,160.65535733523473,0.9999999999999988,1.6071842578571017e-07,0.0,7.165951441926833e-05
IMG_4897,cmy_film,95x126x3,95x126x3,float64,float32,ok,3.555191804838209e-08,9.302113956888292e-08,1.1385479046083221e-07,1.6496832868834172e-07,2.459059006143516e-07,5.374629572507672e-07,2.6022026442742033e-07,6.559774630327838e-07,7.936607944798527e-07,1.0874829111398362e-06,1.4751038411785337e-06,2.1283103359889698e-06,3.7541844565170877e-07,9.463756922934682e-07,1.1450108841633538e-06,1.568906963972357e-06,2.1281262813689976e-06,3.070504971772444e-06,4.371566922339011e-08,5.7074449699765794e-08,5.374629572507672e-07,-2.960323630674111e-07,2.1632171137708767e-08,5.616976388178596e-08,6.711906824774516e-08,9.82927394477251e-08,1.4416712481188386e-07,3.497786147388382e-07,144.96354567627472,0.9999999999983058,1.4081679531403924e-05,3.129411269444897e-05,7.318174184224568e-05
IMG_4897,log_e_print,95x126x3,95x126x3,float64,float32,ok,2.3780660292072042e-06,6.268041597867757e-06,7.056164861507504e-06,1.771424716370588e-05,2.215272615777042e-05,2.2484378273013306e-05,3.659077480162889e-06,9.744578941363923e-06,1.0524612032203105e-05,2.5126194791448714e-05,4.014592827213962e-05,0.0008581124922967227,5.085791211631256e-06,1.3978188551940797e-05,1.5037590512021131e-05,3.5416715392864517e-05,4.05856475265421e-05,0.0012385247150893273,3.0874256135348957e-06,4.396976706382192e-06,2.2484378273013306e-05,-1.5046415028252547e-05,2.6053098981515532e-06,4.467481721892597e-06,4.760209542453706e-06,1.1755214557842528e-05,1.530907840342167e-05,1.5531166875359936e-05,107.16603589918194,0.9999999963447009,0.0013522317716598974,0.002076932254742554,0.00485142705929443
IMG_4897,cmy_print,95x126x3,95x126x3,float64,float32,ok,1.3234650002580395e-06,4.6060423060101385e-06,5.240053588795313e-06,1.0693453048165041e-05,2.0922108263601318e-05,2.9397495721283917e-05,5.910011606936893e-07,2.4609690258077946e-06,2.802051868090851e-06,8.504591168698331e-06,5.1518858970952415e-05,6.159043926834908e-05,8.526346911374519e-07,3.5504321591360917e-06,4.042511976449765e-06,1.2269479269962191e-05,7.432407296258e-05,8.885346730236644e-05,1.970834223317558e-06,3.0980678602756875e-06,2.9397495721283917e-05,-2.3900658862485713e-05,2.2467783582502676e-06,3.4426728237058057e-06,3.7353322830391265e-06,6.957075813769353e-06,1.5080892452494145e-05,2.0744935707472933e-05,125.86456147610214,0.9999999999944227,7.0588896777787765e-06,0.0,0.002357213510505005
IMG_4897,rgb_out,95x126x3,95x126x3,float64,float32,ok,2.249632990922873e-06,5.579113520418072e-06,7.417258685499251e-06,9.482763413561608e-06,4.329711758344068e-05,6.434449200543035e-05,4.0291255741082646e-05,8.946780412932682e-05,9.994760562916856e-05,0.00012835385118262026,0.00014684965163614265,0.00023872476582563853,5.812681161112018e-05,0.00012906896556102106,0.00014418668911726792,0.0001851635550332746,0.00021184368383389608,0.00034436588145776085,2.9307875959999537e-06,4.077067178332705e-06,6.434449200543035e-05,-5.6272112137323305e-05,1.40981977563015e-06,3.870800774477545e-06,3.965938118147272e-06,4.073156757188681e-06,1.1253100461350307e-05,1.4704563565781648e-05,107.79304265131579,0.9999999969630174,0.0008189587476572367,0.0014206949567254817,0.012255918737201436
IMG_4897,materialized_rgb_out,95x126x3,95x126x3,float64,float32,ok,2.249632990922873e-06,5.579113520418072e-06,7.417258685499251e-06,9.482763413561608e-06,4.329711758344068e-05,6.434449200543035e-05,4.0291255741082646e-05,8.946780412932682e-05,9.994760562916856e-05,0.00012835385118262026,0.00014684965163614265,0.00023872476582563853,5.812681161112018e-05,0.00012906896556102106,0.00014418668911726792,0.0001851635550332746,0.00021184368383389608,0.00034436588145776085,2.9307875959999537e-06,4.077067178332705e-06,6.434449200543035e-05,-5.6272112137323305e-05,1.40981977563015e-06,3.870800774477545e-06,3.965938118147272e-06,4.073156757188681e-06,1.1253100461350307e-05,1.4704563565781648e-05,107.79304265131579,0.9999999969630174,0.0008189587476572367,0.0014206949567254817,0.012255918737201436
IMG_4897,export_png16_roundtrip,95x126x3,95x126x3,float32,float32,ok,0.0,1.52587890625e-05,1.52587890625e-05,1.5266239643096924e-05,4.57763671875e-05,7.635354995727539e-05,0.0,0.0002147272261750811,0.00021992187189593917,0.0003407103161277674,0.0003867053008737091,0.0003996741718762868,0.0,0.000309752605788154,0.00031724526493559713,0.0004916247292485089,0.0005580055772536557,0.0005767230530088912,2.9817188277413207e-06,6.899235781121962e-06,7.635354995727539e-05,-4.57763671875e-05,0.0,1.0913085937494515e-05,1.0913085937501454e-05,1.415710449218649e-05,1.9543457031256928e-05,1.9543457031256928e-05,103.22398025604578,0.9999999652099093,0.0011075914925165393,0.00281769209447314,0.014307479555261644
IMG_4536,rgb_in,96x128x3,96x128x3,float64,float32,ok,3.0909604910311916e-10,2.428137442500596e-09,6.2934985528562114e-09,2.4284813937569538e-08,2.9527843170562562e-08,2.9799903544791562e-08,2.0551423109330403e-08,3.978257050030168e-08,4.5112965671095615e-08,5.268144055193381e-08,5.733433412937728e-08,5.917132687908993e-08,2.9647832325508734e-08,5.7392066447487417e-08,6.507454324357216e-08,7.598771384796389e-08,8.271586952920384e-08,8.536607324137626e-08,1.3823578481859833e-09,4.13956482402136e-09,2.9799903544791562e-08,-2.973180945886611e-08,2.469228450180383e-10,2.0584771664999835e-09,4.746635848262838e-09,1.5270266713329716e-08,2.6814989562140568e-08,2.7530940416298222e-08,167.66090624334402,1.0000000000000053,3.928391481687431e-07,2.1414626612736286e-06,1.0445613832349353e-05
IMG_4536,rgb_pre,96x128x3,96x128x3,float64,float32,ok,3.0909604910311916e-10,2.428137442500596e-09,6.2934985528562114e-09,2.4284813937569538e-08,2.9527843170562562e-08,2.9799903544791562e-08,2.0551423109330403e-08,3.978257050030168e-08,4.5112965671095615e-08,5.268144055193381e-08,5.733433412937728e-08,5.917132687908993e-08,2.9647832325508734e-08,5.7392066447487417e-08,6.507454324357216e-08,7.598771384796389e-08,8.271586952920384e-08,8.536607324137626e-08,1.3823578481859833e-09,4.13956482402136e-09,2.9799903544791562e-08,-2.973180945886611e-08,2.469228450180383e-10,2.0584771664999835e-09,4.746635848262838e-09,1.5270266713329716e-08,2.6814989562140568e-08,2.7530940416298222e-08,167.66090624334402,1.0000000000000053,3.928391481687431e-07,2.1414626612736286e-06,1.0445613832349353e-05
IMG_4536,log_e_film,96x128x3,96x128x3,float64,float32,ok,6.839369182110033e-08,1.7697368781544045e-07,2.1735155508184604e-07,3.0342510970671247e-07,3.9674447365967653e-07,6.928072595613344e-07,7.079545298697432e-08,2.351013915080096e-07,3.6574193083821767e-07,1.3702435868876632e-06,1.3555081693591519e-05,0.00048201469732204945,0.0,0.0,9.412814997336283e-08,7.560618444839774e-07,8.293205141536777e-06,0.00031007105287211503,8.401516094505153e-08,1.0802410278485659e-07,6.928072595613344e-07,-5.346246700899115e-07,3.849151433699127e-08,9.775154135027726e-08,1.174234014716946e-07,1.5583985160549892e-07,1.9914675986066102e-07,2.426878364936158e-07,152.68522331307932,0.9999999999999614,1.356139775660799e-06,9.069010585881088e-06,7.098917206759752e-05
IMG_4536,cmy_film,96x128x3,96x128x3,float64,float32,ok,3.5124481184700684e-08,1.20566995726046e-07,1.516465521461674e-07,2.1862474058553815e-07,3.0483086089039866e-07,4.316716593621983e-07,2.167629900151721e-07,6.76138575315974e-07,8.51087347604965e-07,1.2326376799383448e-06,1.753341061712013e-06,3.3785939394152374e-06,3.1272285541103226e-07,9.754615590758666e-07,1.2278596166882066e-06,1.7783210477221847e-06,2.529537732050403e-06,4.874267524883595e-06,5.1318095700354386e-08,7.137400298992458e-08,4.316716593621983e-07,-4.1431790864798757e-07,2.4143679180910205e-08,8.062929322677497e-08,9.56034034299557e-08,1.3729559420333476e-07,1.821110850713261e-07,2.0751943297092623e-07,143.38194319737272,0.9999999999998561,1.1718918379735417e-05,3.0973944119322025e-05,7.222059601211055e-05
IMG_4536,log_e_print,96x128x3,96x128x3,float64,float32,ok,2.7378001096756144e-06,8.754965809409935e-06,1.49718018372269e-05,2.1483130383970206e-05,2.203333312281986e-05,2.6437004170154488e-05,5.382926771607814e-06,2.3953724101040964e-05,3.0134259419314677e-05,0.00012849012462595583,0.001531519825913932,0.22682996214142995,6.238187101585212e-06,3.149973605464434e-05,3.932638018974005e-05,0.00011227079399731272,0.0010325001120761739,0.028002843301328947,4.155752014302799e-06,6.241994212810809e-06,2.2349227262630222e-05,-2.6437004170154488e-05,3.482160692847014e-06,7.673692617121697e-06,1.2180667219996442e-05,1.499480723271329e-05,1.5279300747691352e-05,1.9882882264232737e-05,104.17037266417815,0.999999998960602,0.0010490532626532924,0.0024026182092034,0.0048701089724447946
IMG_4536,cmy_print,96x128x3,96x128x3,float64,float32,ok,1.987638050593432e-06,1.138902258446262e-05,1.703235818217851e-05,2.425579701907266e-05,3.122221045726232e-05,7.074151868247114e-05,1.173697486961267e-06,1.1821442444660496e-05,1.768978800203974e-05,3.069948643138907e-05,4.896537495450314e-05,6.559729368556576e-05,1.69328852966293e-06,1.705469579611274e-05,2.552112697065146e-05,4.428931508875422e-05,7.06403657015772e-05,9.463999340036132e-05,3.949405849894688e-06,6.786389049249209e-06,3.594306059573338e-05,-7.074151868247114e-05,3.030211286336737e-06,1.0469830417547681e-05,1.4186631044932332e-05,2.0029387193691762e-05,2.8981259760104244e-05,5.357365059643904e-05,110.35183162837427,0.9999999993207632,0.00016284433541675632,0.001259115188422284,0.009518394914987812
IMG_4536,rgb_out,96x128x3,96x128x3,float64,float32,ok,2.7490320058699835e-06,9.128058761009863e-06,1.1880054851391703e-05,2.18943162272528e-05,4.384955809827607e-05,0.00015058226110442607,2.7753030138976628e-05,0.00011014860754698813,0.00012804128397764057,0.0001386750219860119,0.00018116898868728598,0.0010554526555233235,4.00391559499636e-05,0.00015890207320094348,0.00018471267369500757,0.00020005186707880933,0.00026134790379932823,0.0015218929151742705,4.119478147721129e-06,6.343229482616822e-06,6.81805716391537e-05,-0.00015058226110442607,9.55908449666587e-07,4.549289519978351e-06,6.6620764655994645e-06,1.1339812712680678e-05,1.5990857513914847e-05,1.9399341099068934e-05,103.95379153200224,0.9999999971747336,0.0013234768719814873,0.0027874114674401114,0.02222709827146936
IMG_4536,materialized_rgb_out,96x128x3,96x128x3,float64,float32,ok,2.7490320058699835e-06,9.128058761009863e-06,1.1880054851391703e-05,2.18943162272528e-05,4.384955809827607e-05,0.00015058226110442607,2.7753030138976628e-05,0.00011014860754698813,0.00012804128397764057,0.0001386750219860119,0.00018116898868728598,0.0010554526555233235,4.00391559499636e-05,0.00015890207320094348,0.00018471267369500757,0.00020005186707880933,0.00026134790379932823,0.0015218929151742705,4.119478147721129e-06,6.343229482616822e-06,6.81805716391537e-05,-0.00015058226110442607,9.55908449666587e-07,4.549289519978351e-06,6.6620764655994645e-06,1.1339812712680678e-05,1.5990857513914847e-05,1.9399341099068934e-05,103.95379153200224,0.9999999971747336,0.0013234768719814873,0.0027874114674401114,0.02222709827146936
IMG_4536,export_png16_roundtrip,96x128x3,96x128x3,float32,float32,ok,0.0,1.52587890625e-05,1.52587890625e-05,3.0517578125e-05,4.57763671875e-05,0.0001526474952697754,0.0,0.00021380901384559524,0.00021919874936838544,0.0003712916316303621,0.0003954286037412445,0.0011885713755102065,0.0,0.00030842818956626803,0.0003162022489563839,0.0005357599330690527,0.000570595560115793,0.0017137273422231061,4.169490845621719e-06,8.585797775744923e-06,7.62939453125e-05,-0.0001526474952697754,3.2440185546711575e-06,1.0913085937501454e-05,1.2014770507801087e-05,1.6299438476474748e-05,2.064514160157327e-05,2.509150505070057e-05,101.32438689647557,0.9999999874268108,0.0015453086552936997,0.003981311702413671,0.021313074872723888
